Rock_Type,Porosity,Permeability,Trap_Type,Seismic_Score,Proximity_to_Oil_Field,Estimated_Reservoir_Depth,Oil_Presence
Limestone,3.812887206553177,722.3753488216129,None,0.5956934958135682,,1468.0,0
Sandstone,0.8353172273224019,451.6381981793647,None,,,,0
Limestone,5.770390894617452,857.4704957100193,None,0.0592727867679772,0.7730625733174845,,0
Shale,29.99254690287133,,Anticline,0.3263612882246169,0.9946420683263996,1118.0,0
Limestone,0.7077590334238759,489.2174622232104,Fault,0.2135630084578761,,,0
Sandstone,25.87489522204756,,None,0.3729315685666111,,2806.0,0
Shale,3.660222407306671,802.6573555220331,Anticline,0.8525230068217636,3.958279176939152,659.0,0
Shale,5.280742651234014,327.41432141489383,Fault,,4.203395555772905,2458.0,0
Sandstone,,804.4768124686111,Anticline,,4.713035699076631,2230.0,0
Limestone,,975.0938536761182,Fault,0.007670799,,,0
Limestone,7.105484117896388,,Dome,0.2243783339301854,,2754.0,0
Sandstone,4.817810851299257,72.08410062669851,None,0.1436764363547702,1.8055273972453607,3513.0,0
Sandstone,22.95811572350871,,Anticline,0.4787199,2.930333463305628,,0
Limestone,12.475840182238429,115.39169027251243,Fault,0.0260555527950701,2.0505694160257866,,1
Sandstone,22.96630109067608,,None,,4.9946125423166645,,0
Limestone,24.25711602442171,228.2633999781933,Fault,,,3749.0,0
Shale,9.448561857562783,,Anticline,0.0149289672360176,1.7352291462394231,,0
Sandstone,18.23335315820661,,Dome,0.8597038882047439,4.050026016949691,1703.0,1
Limestone,29.03228474501147,580.2000627268465,Anticline,0.1146574965245906,,1608.0,0
Shale,,708.4617519137353,Dome,0.5870043605916931,3.530619739579116,1537.0,0
Shale,9.526637396085052,456.1607575928738,None,0.3009865092617835,2.796738062714333,1098.0,1
Limestone,4.865121814115642,547.5141535838276,Fault,,3.6916876790388247,4575.0,1
Sandstone,,,Dome,0.004001676,3.9681105264978864,3514.0,0
Sandstone,4.910269911891836,943.291049063622,Anticline,0.1246116764636666,,,0
Sandstone,3.7632535335156,,Dome,0.3570353426088887,3.715542566412162,,0
Sandstone,,,Fault,0.291178168,1.5280362908271097,,0
Sandstone,,,Dome,0.4391044474069674,0.5438411577688829,,0
Sandstone,1.5064329507136576,356.85510593661536,Anticline,0.7346220404322331,3.5890920604908856,1599.0,1
Shale,21.882463461796217,,Anticline,0.1021150889490368,,3563.0,0
Sandstone,0.2417731002635936,942.2914857716752,Anticline,0.908593587916376,1.534772509633101,,1
Limestone,10.58073360509204,573.2858928669209,Fault,0.9980205148205228,4.977234987974923,,1
Limestone,7.090097708062536,,Anticline,0.1878053168359833,2.308016084,4544.0,0
Sandstone,,857.6277684824839,None,,3.23455703770104,3580.0,0
Sandstone,2.9252307739162573,387.6802460779018,Fault,,0.1199470373976041,2309.0,0
Shale,2.2659980747072286,,Anticline,0.2964465112899875,0.3901433214278399,584.0,0
Sandstone,20.416744853373043,841.6742083,Anticline,,2.307028169192584,,0
Shale,,973.9038893,Anticline,0.7962824382950623,,,0
Sandstone,10.824189341340077,655.5169710347413,Dome,,0.8443434607486638,3112.0,1
Limestone,,906.989495242194,Anticline,,4.650243318207643,3809.0,0
Limestone,6.197430486653425,,None,0.8012141878430362,,4763.0,0
Sandstone,,376.1324697844995,Fault,,3.369442560595666,,0
Limestone,24.757459999565427,,Dome,,,,0
Sandstone,11.98974006257261,759.0147886916845,Anticline,,1.519540681909108,,0
Sandstone,6.282530124655628,800.1916808829793,None,0.4795439274571891,,,0
Sandstone,7.892400897725723,,Anticline,0.4929845578183954,4.980235610632328,4807.0,0
Shale,19.07818730224301,,Anticline,0.5775349249438466,2.3297759890286818,,0
Sandstone,9.181414986863144,843.6356899563885,Dome,0.3861869441194644,0.6596110421173423,,0
Sandstone,8.784386002115063,,Anticline,0.8661153782252905,2.0036708939718406,,1
Sandstone,,,Anticline,,3.579231221759584,,0
Limestone,,460.0238177491152,None,0.3949604276103488,2.551795405973236,1585.0,0
Sandstone,10.61090059742202,955.9141732,Anticline,0.3872618122731889,,,0
Sandstone,29.86532904047599,828.2314831901434,Dome,0.096460104,,,0
Shale,12.676181406715646,,Fault,,,1069.0,0
Limestone,5.315775030335733,288.265903,Dome,0.9619247578160508,4.115005874456724,3698.0,1
Shale,3.573196076301488,490.4038506397898,None,0.2623172144980064,0.9686925573252436,4679.0,0
Shale,11.16360645725096,283.7339489178858,Fault,,2.0899712894000797,4996.0,0
Sandstone,,,None,0.2132203490700008,0.3445608996394067,,0
Sandstone,9.963293499243736,,None,0.7498392836454242,0.3087485208388885,2232.0,0
Shale,19.156311822057404,,Fault,,0.5672684313535492,3790.0,0
Sandstone,,,Dome,0.9274036757291032,0.1968097087106435,3725.0,1
Shale,19.462054166272026,,Anticline,0.064157862,,,0
Limestone,0.2954047503603285,773.3754522306584,Dome,0.4414043998764747,4.359904612713076,,0
Sandstone,16.48285836865548,,Fault,0.8557290841417408,0.6615850792855027,,1
Sandstone,,341.4759521011471,Dome,0.8789551112920235,2.195089662145544,,0
Limestone,17.602443569020288,695.0942096,None,0.5738858673758923,,,0
Shale,5.843204930616776,135.58101513885603,Fault,0.6006779229552052,1.8618959419555536,,0
Shale,13.463364119838444,806.5964164273278,Anticline,0.608330255,0.2957804776863965,,0
Limestone,20.092633536547435,495.1031728987954,None,0.1462257492179137,,1575.0,0
Limestone,26.05232363824146,,Fault,0.5659948382691918,0.1271617068097008,630.0,1
Limestone,21.166881349490733,429.13604798919033,Dome,0.016080086,0.8309114216170965,,0
Sandstone,,491.7475371750526,Fault,,1.9708497526411155,,0
Sandstone,25.25950584174679,,None,0.320172291,,,0
Shale,8.353726391,,Fault,,3.3785494290197056,,0
Shale,26.01532063354057,285.38971755487086,Fault,0.4685162277036508,,2301.0,0
Limestone,,326.5041899174571,Anticline,,,2780.0,1
Limestone,18.79975917274023,,Fault,0.1591590318499031,0.4300194886736447,3782.0,1
Shale,4.169069756598738,554.2864519365074,None,0.6935264272259882,1.3622410958870768,4916.0,0
Limestone,12.600122222442147,,Fault,0.1497255641461903,4.617033031591974,2095.0,0
Limestone,8.772452516527439,,Anticline,0.060816312,1.2821905299922904,3023.0,0
Shale,29.756785719589256,695.8089315795129,Dome,0.2391430225014869,4.919388097085462,2790.0,0
Shale,0.8241168753895456,160.80295455018657,Fault,0.368030053,4.7672547816859705,,0
Limestone,2.244636155849191,,Anticline,0.007651246,,3666.0,0
Shale,2.759535320123998,407.31737987012434,Fault,,3.628112389923479,3381.0,0
Sandstone,23.186417323905545,300.429755236204,None,,,1596.0,0
Sandstone,15.878023444307704,,Fault,0.088935245,0.2295325757869287,2736.0,0
Shale,4.875469343,6.629125102,Fault,,3.990762036552242,,0
Limestone,18.824036962982184,520.4995267432342,Dome,,,,0
Shale,15.10859813920804,626.9984697815358,Dome,,0.4301307694343509,1964.0,0
Shale,4.410448646993357,99.28710701,Dome,0.8026712203158792,3.9658760334210834,4534.0,0
Shale,23.74390622668557,,Dome,0.001433399,1.3157561836710596,4596.0,0
Limestone,27.508261446027475,797.1508078196497,Anticline,,2.927241457423115,3225.0,0
Shale,2.2986720597660817,,Fault,,4.998872388027643,,0
Shale,9.493637296,143.41370087780507,None,0.882092979,,1389.0,0
Limestone,15.266557655227372,,Anticline,,1.812145852891562,2025.0,0
Shale,13.83500704,,Fault,,2.5790105083273964,3583.0,0
Shale,,598.3130812710691,Dome,,1.6025497757980682,,1
Limestone,7.488741132317501,26.31231529501889,Dome,,2.989276380334074,1321.0,1
Shale,,,Anticline,0.6797015203711821,4.234178898755027,4670.0,0
Limestone,,675.7290326981587,Fault,0.8091272253580883,1.341439254444163,4706.0,1
Shale,18.933510836767045,643.3699672045814,Dome,0.2109165561406798,,513.0,1
Sandstone,8.047510767669323,,Fault,,2.9515826824949105,,0
Sandstone,29.57304748757224,79.82292766170985,None,0.4814312028120059,3.9885328674368834,1697.0,0
Limestone,14.676817642497577,976.5135440102048,Anticline,0.434989239,3.981068845089503,4888.0,0
Shale,1.2285459644843932,322.7101737695116,None,,,3058.0,0
Limestone,,862.2419693780287,Dome,0.9496941809192124,,2129.0,1
Shale,27.92472224970342,147.6548301222424,Anticline,,2.150117936725049,523.0,0
Limestone,22.443170036624675,,None,,0.037006697,,0
Sandstone,,757.6447961326963,None,0.2427982645276724,0.996261866,2390.0,0
Shale,,133.51123057951156,Fault,0.2405378933050502,1.2576569520748793,4166.0,0
Limestone,8.441789465164891,,Dome,0.6033139044459218,2.0651355581576407,,1
Sandstone,3.468168318345366,,Anticline,0.1038149131224915,0.4007167766677211,769.0,0
Shale,27.89806782222257,300.6739342,Fault,0.5639461282688776,0.009686546,4365.0,0
Shale,2.4729981605697224,,Fault,0.6030082724225491,,1380.0,0
Limestone,15.944377388454626,,Fault,0.089797266,0.3925886310591142,,0
Shale,,209.1185908103134,Anticline,0.8908151473615851,,,0
Shale,25.65235157909064,935.3348924193516,None,,,1097.0,0
Shale,21.47207779232386,,Anticline,0.5058046230176674,0.4802635979477715,,0
Sandstone,7.307133775938958,956.6142865947074,Dome,0.8523740974825584,1.3719354510285264,1447.0,0
Limestone,,,Fault,0.2030296652331139,,1162.0,1
Limestone,14.402704267201392,299.81701548034573,Dome,,,1417.0,0
Shale,5.218826630886766,318.2281119976828,None,0.056841951,4.732529976987288,4413.0,0
Sandstone,9.771066347331068,402.1147379304173,Anticline,0.1387379112267776,,4448.0,0
Shale,11.486494418525504,487.3202699062602,Fault,0.4976382118376917,,4036.0,0
Limestone,17.99657364158324,,Fault,0.5267651710909123,3.908786950875622,2397.0,0
Limestone,,,None,0.4515118390746734,,1477.0,0
Sandstone,24.369785407411847,411.8411460803902,Anticline,0.6871736926095025,4.578819320905588,,1
Sandstone,27.51230338,537.0922753975021,Anticline,,4.006098457,,0
Sandstone,,729.6966678887322,Fault,0.5463684910261374,4.1961807405688125,2354.0,0
Sandstone,22.72645179400114,,Anticline,,2.9849985655033278,4966.0,1
Sandstone,6.233713941142614,447.4688720690864,Anticline,0.4505540480989268,4.069624381,2367.0,0
Sandstone,1.517905610297452,,None,0.062267642,1.073957991113355,,0
Sandstone,,,Dome,0.080941134,4.199955978,,0
Limestone,24.65257250956171,194.34982986633304,Dome,,,,0
Sandstone,0.9533545307197332,753.0642090627209,Dome,,0.7529024705171139,1043.0,1
Limestone,25.74416775079963,981.7028214311116,None,0.8965082351115314,0.5072823607201726,3563.0,0
Shale,12.936314545929866,,None,0.3675319479281169,0.1531784610307163,,0
Shale,1.056455205765705,,Dome,0.1489827584099924,,1537.0,0
Limestone,10.11800688162679,129.87517084823563,None,0.078468612,,,0
Limestone,13.69240319137273,856.5866016007845,Dome,0.5225156268160511,,4442.0,0
Shale,14.761634681472016,506.0802453532132,Anticline,0.2889434179648537,0.092007773,,0
Sandstone,24.00457945175252,,Fault,0.566250868,3.7496430959627065,,0
Limestone,,659.2078003,Fault,0.4609797866933571,4.066274755609495,916.0,0
Shale,,,None,0.5533981952867529,0.558765019,4982.0,0
Shale,9.398280334145362,603.5856345811142,Anticline,0.555469621,2.3441026222411594,1887.0,0
Limestone,11.035520838223754,,Anticline,,4.884082045922801,4435.0,0
Limestone,2.798935664302306,,Anticline,0.5892560729026746,4.326227853538011,,1
Shale,,759.2929580570411,None,0.083270881,3.1770169195230435,2756.0,0
Shale,,,Dome,,1.6315474091168147,1508.0,0
Sandstone,8.977452577804813,845.4918852839074,Dome,0.2467054072750285,0.8647242093543661,4587.0,0
Limestone,,594.0196033528147,Anticline,0.4660657843187356,0.4984501828701898,1982.0,0
Limestone,12.866531681841304,46.99911488485366,Fault,,,,0
Limestone,6.2331188831918505,313.8479817193168,None,0.6732054099635502,3.5333694445955057,3628.0,0
Limestone,21.672341533906337,327.9230575979112,None,,,4726.0,0
Shale,21.63673402496749,231.32009842129645,None,0.5172518254386435,3.129399164993225,4749.0,0
Limestone,,225.72509383315685,Fault,0.7680814070435371,4.615160853983362,747.0,1
Limestone,20.503613322225267,140.15739271769374,Anticline,0.8903124909481418,2.9598629643802914,4305.0,1
Limestone,,991.7077616,None,0.3244534216181676,3.89795548,4279.0,0
Sandstone,24.091114823024157,,Anticline,0.5616633369429792,0.5937779213322109,1076.0,0
Sandstone,13.970476252868384,512.9273289751403,Fault,0.2671845171706855,0.7631789566542219,,1
Shale,,786.5065997036816,Fault,,0.7863172362366866,1665.0,0
Limestone,29.429589083960494,,Fault,0.5776955876901549,2.221772450630923,,0
Shale,3.083047279493454,145.96562474612352,Dome,0.8810096692124272,2.860168830802709,,0
Shale,1.1265696018013682,,Anticline,,1.4305001871020018,3706.0,0
Sandstone,,964.4190353652536,None,,0.8335655580846374,,0
Shale,,,Anticline,0.5780949074597088,3.5524303414478204,4906.0,0
Limestone,7.934154500015723,251.90724295692743,Dome,0.081089628,,,0
Shale,,731.4826061762848,None,,,1012.0,0
Limestone,,484.37748894032967,Anticline,,,3669.0,0
Sandstone,22.88680006663092,441.3250356351048,Fault,,,2034.0,0
Limestone,0.3165336735056956,678.9707877456838,Fault,0.0490887499489905,,2237.0,0
Sandstone,,148.59857811352313,None,,0.6429587061272302,,0
Limestone,25.42920988527765,530.8024233135646,Fault,0.8844574755605131,,1903.0,1
Shale,14.986461038591257,470.7601566117164,None,,1.927419453653603,2722.0,0
Limestone,29.520945428373903,526.9929282855028,Dome,,0.006172623,,1
Limestone,10.232829497622053,,Dome,0.1151624013887124,2.647790636753426,,0
Shale,,119.03739439450986,Anticline,,4.197335482920837,,0
Limestone,,,Anticline,0.5782538453367186,4.307640651490192,510.0,0
Shale,21.666482960209382,747.4269963691107,Anticline,,,,1
Sandstone,,176.02716056111598,None,0.921526856,,4100.0,1
Sandstone,27.97608257406672,,Fault,0.2035534561774709,1.6004654902277786,,0
Shale,,446.0132297,Fault,0.8349950222048218,4.7122572236703295,,0
Limestone,21.74793592558857,715.5062545821427,Dome,0.626387796,,,1
Shale,28.31987720131834,,None,,4.072925667839047,,0
Shale,,53.193338117127055,Dome,0.2597111040663301,,,0
Shale,13.003910991993711,154.83400228717937,Dome,0.1491860340634647,,2811.0,0
Shale,29.04336709218349,40.111393732800906,Fault,,3.1888136002361884,3597.0,0
Limestone,6.944402877389647,420.6522229569121,Dome,0.4068022786343809,0.8798065933049282,3292.0,0
Sandstone,28.223198990685027,360.8019910605777,Fault,0.795545276,1.685848014171578,,1
Limestone,11.26323329003738,,Anticline,0.7512440301848715,4.2813008438330415,3843.0,1
Shale,10.08021176970326,,Dome,,,,0
Sandstone,,,Fault,,4.0956255087137325,,0
Sandstone,,155.20740812600442,Fault,0.917541081596636,2.236261732598061,,1
Sandstone,,19.43876831440428,Anticline,,0.4042601651980915,,1
Limestone,8.950132307624962,,Fault,0.1794072409021057,,,1
Shale,,585.0373869044403,Fault,0.5395151135743653,,4378.0,0
Limestone,27.23252400723713,,Fault,0.9862697472955654,,4602.0,1
Limestone,19.24705700054983,153.4216500780764,Anticline,0.090588002,,,0
Limestone,,802.6492937360122,None,,2.6229654397932145,,0
Sandstone,18.86619433239916,96.85979919164332,Fault,0.2428295441933406,1.7902745611619904,4649.0,0
Limestone,11.836533878441196,,Fault,,3.883842042548223,,1
Sandstone,,,Dome,0.6610235434248729,1.7165839744055231,,0
Sandstone,8.219663446290543,897.3460819,None,,2.8495454010638084,,0
Shale,,675.5142260961123,Anticline,,0.082032144,4329.0,0
Shale,15.702215552024157,909.5513372507224,None,0.1380309151966365,1.1753050250502066,,0
Limestone,1.8028923113451043,,None,0.1647728019118859,2.3301705975001847,,0
Shale,,832.0561756929728,None,,0.9828318835510368,,0
Limestone,8.469415026321606,648.0216868,None,0.755577195,3.9478215657548192,1642.0,1
Limestone,23.089264916509634,,Dome,0.2021426062433853,2.756813394059072,1627.0,0
Sandstone,11.488121468748512,634.9155907207653,Anticline,,2.919311406455176,,0
Sandstone,,772.6385886276569,Fault,0.3398427151498068,0.524356105,2232.0,0
Shale,22.398096139326118,104.15555062664647,None,0.953322160466356,,4778.0,0
Limestone,,517.7694810001586,Fault,0.6842392266025806,2.4183124513638505,,1
Limestone,29.574109783509147,462.37260012604776,Anticline,0.6806985960805767,0.0265125546642303,1856.0,0
Limestone,2.269833117123325,117.9280276336198,Dome,0.9792330832972445,1.8050317240883285,1354.0,1
Sandstone,26.65392329768762,,Dome,0.4935169867247723,4.811697115085827,4910.0,0
Shale,17.502786454322734,958.0240715554904,Dome,0.08960706,2.729082107761562,3796.0,0
Shale,27.895755015016828,99.80554209051404,None,0.8669939837581565,,900.0,0
Limestone,22.651812444485483,115.68117103116592,None,0.8968792951421874,3.2826521809409304,1508.0,1
Limestone,16.237146433014903,,Dome,0.7332607259032996,,,1
Sandstone,2.957487811,,Fault,0.6954531233884886,,619.0,1
Shale,12.196703514243127,631.0055543391209,None,,2.256949494169987,2238.0,0
Shale,28.68398569027107,380.0659414940704,None,0.1099559617621799,,,0
Sandstone,4.012820852310065,,Anticline,0.4043168136146872,,3944.0,0
Shale,24.08943903927312,502.2111038718034,Anticline,0.1468199856413458,4.045824879871985,4540.0,0
Sandstone,5.851641667,,Anticline,,1.3344537307478137,1619.0,0
Sandstone,15.484044140234934,393.00670313887326,Dome,0.2593662020774835,2.745407189126606,2571.0,0
Sandstone,,382.4629541244923,None,0.8933565746596509,,2467.0,1
Sandstone,17.53187764768372,133.0112347916907,Dome,0.3505946722761345,3.2981501225078325,4383.0,0
Sandstone,7.17043604,,Dome,0.1527872736434671,2.935555635290166,,0
Sandstone,,,None,,,1923.0,0
Sandstone,18.671277944195225,418.0570815,None,0.6397866287665797,,3413.0,0
Limestone,,,None,0.514235483,,3119.0,0
Sandstone,23.889019902453967,,Fault,,3.0683868833844774,2179.0,1
Limestone,21.95038796362445,,Dome,0.7681738266838394,,1315.0,1
Limestone,27.671024540103087,,None,0.7091571657014643,1.508103685426665,,1
Sandstone,,19.18139255890166,None,0.252305531100591,0.488438367,829.0,0
Sandstone,19.851115364440403,791.9244514166871,Anticline,0.2979191943121063,0.6816209841697157,995.0,0
Limestone,15.651354041007547,761.6272764398425,Dome,0.8523088298882903,0.7156025723019666,,1
Limestone,,54.91579166596435,None,0.089170477,,,0
Shale,9.127255914815873,,Fault,0.9629802480652716,0.0201230579844458,,0
Sandstone,17.49203053266431,,None,,2.373057643375282,,0
Limestone,,870.5255123174762,None,0.039570962,0.8657428059314703,,0
Shale,23.79385613889169,,Dome,,,3535.0,0
Shale,7.321920329017538,534.2082387968874,Dome,,3.56538447689474,726.0,0
Sandstone,9.5963873,,Fault,,1.965598960925906,703.0,1
Shale,9.692132052172536,,None,0.1005315507862191,,,0
Shale,9.539476540210048,269.3305623395848,Anticline,0.874771363,3.7059721389143223,2320.0,0
Limestone,24.31309756846876,275.89885287568063,Dome,0.6480810748157035,,,1
Sandstone,13.956162993650132,944.3127826060056,Dome,0.6498760292315197,,,1
Shale,2.7342191833403264,,None,,2.7591709716863324,4135.0,1
Shale,0.2699597184976732,,Dome,,,,0
Limestone,3.8587218131757615,111.59498311770436,Fault,,1.805185034045204,2330.0,1
Sandstone,20.77542038283579,,Dome,0.05613698,,1903.0,0
Limestone,9.856744496573954,,Anticline,0.6677499845209807,1.643968799967101,,1
Sandstone,,350.6569573463692,Fault,0.6055031459041493,0.6073113104902661,,1
Shale,29.884910795107896,113.7565482291753,None,0.6634986303769468,1.855877484340312,,0
Shale,,,Fault,0.2728170787634203,,,0
Limestone,,594.0939317176836,Fault,0.3878220105752783,0.2331638136689612,1688.0,0
Limestone,13.570591154361487,724.4856209825465,None,0.6825719203067642,1.999756674377493,1547.0,0
Limestone,6.305759061565391,518.3274668747183,Anticline,0.6662349040057874,1.4990101686455526,3017.0,1
Sandstone,,646.113812,Anticline,0.7157876963462942,,2709.0,0
Sandstone,10.360319337789909,789.8787943177223,None,,,4061.0,0
Shale,19.68004063959328,,Fault,0.2727242366264233,2.5830278151759973,4900.0,0
Shale,22.01649392407624,27.271428957983897,Anticline,,,3155.0,0
Sandstone,21.634778046416315,,None,,,,0
Limestone,21.45559364340724,965.4452886692428,None,0.8400284507978156,4.876584085774721,,1
Shale,6.802235532208337,395.4059676944901,Anticline,0.4326715339176942,0.8923604710706118,,0
Sandstone,20.873849008222365,,Dome,,1.117269060921266,826.0,0
Sandstone,25.505158356151423,,None,0.070098299,4.943767085976304,633.0,0
Shale,4.356750597457472,112.52580787586416,Anticline,0.6472377209863922,4.379407586,4912.0,0
Limestone,14.5154991,,None,0.5742809642273129,3.675884250803398,3133.0,0
Limestone,,55.73245967798886,Fault,0.9260427679260474,,,1
Limestone,,,Dome,,,,0
Limestone,,822.9411715319028,Anticline,0.7372464883638775,4.827331279907885,2045.0,0
Limestone,,,Anticline,0.2913074462744878,1.2618084087275985,,0
Shale,10.343093006996224,549.4027896164692,Fault,,4.0847099933501045,4887.0,0
Limestone,,,Anticline,0.9290709148417106,,4809.0,1
Shale,5.686665256108214,678.6817296931191,Dome,0.5493452338350528,4.442467694321773,2713.0,0
Shale,1.5744513029918272,,None,0.994482882,2.0391965333755504,4349.0,0
Limestone,5.320540849792286,233.0334600717277,Dome,0.8208317903747576,,,1
Sandstone,,278.33489045837223,None,0.4470683094278179,2.6618956875875277,4747.0,0
Shale,,542.5953717968605,Anticline,0.589923178,3.828733800171546,,0
Shale,26.960031046579918,538.6561773127186,Anticline,,2.440166232426054,795.0,0
Limestone,,,Dome,0.9828385480194384,,1866.0,1
Shale,6.531746963967066,531.8604013452994,Dome,0.040335988,3.270896795,,0
Sandstone,,685.7871124602957,Fault,0.1922626560199384,1.864067110709957,,0
Shale,29.17567486900986,639.7852155363944,Dome,0.6926328160990456,,4050.0,1
Sandstone,15.842042427962369,115.71420268964812,Anticline,,,3726.0,0
Sandstone,0.3778920381536088,53.03581902022378,Dome,,1.139663286685772,4749.0,0
Sandstone,27.72762823809348,,Fault,,,4841.0,0
Limestone,6.062428082595623,,None,0.693391231,4.396203337582552,4228.0,0
Limestone,,,None,0.2660793102997181,4.462277290737168,,0
Shale,17.73903446769734,165.13368596851984,Fault,0.4057538971764209,2.92389615531976,,0
Shale,19.047891903532317,60.81475209466427,Anticline,0.5491765392112188,,1425.0,0
Sandstone,8.648874137,628.1708490553347,None,0.4039564999930294,4.839766714,,0
Sandstone,19.06283762108916,719.2981373574229,Fault,,,1677.0,0
Sandstone,,968.2598229107818,Fault,0.1621418788898954,2.155917992829797,3820.0,0
Sandstone,2.744625551623762,179.94016487279816,None,0.2618505314084142,1.2950103589724575,2466.0,0
Sandstone,29.285609249642512,427.1191529114659,Anticline,,,1990.0,0
Sandstone,23.277345984219178,968.2397197756628,Anticline,,3.026176100840817,,0
Sandstone,1.513667118603712,216.7692904537738,None,0.4532318012500003,3.851604670163392,,1
Limestone,15.548391620661333,,None,0.9367135596314982,,,1
Shale,18.749392451281057,,Fault,0.0300583122019985,2.781537353073395,2450.0,0
Sandstone,11.897717231589892,932.1702630917644,Dome,0.063068955,,4461.0,0
Shale,,,Anticline,0.8457959326969645,3.375354238790158,,0
Limestone,16.069035017627233,932.5592879979022,Dome,,3.434804774934223,,1
Sandstone,19.79609600487117,884.8397788112502,Anticline,0.2416379480773777,4.221632321635607,4478.0,0
Shale,6.394263579,202.04911418661845,Dome,0.2277145385157423,0.5176426481508206,1415.0,0
Shale,,,Anticline,,,,0
Limestone,3.766967359117541,162.43635800206314,Anticline,,3.9988135049560416,,0
Sandstone,22.427913842983276,61.50228056922088,Anticline,0.7257310893630712,1.7436117440014276,,1
Shale,6.018962704397204,988.6868676026482,None,0.4149585022025196,0.1605356127113422,1438.0,0
Sandstone,16.847530829007244,,Fault,,3.686343451265424,,1
Shale,6.127402767365025,309.4768726942334,Fault,,,,0
Shale,17.678571835885535,738.1721436,Dome,,0.4760497657559787,4587.0,0
Sandstone,,,Dome,0.2960634297081951,1.6617028000759029,,0
Sandstone,,842.1330503808649,Anticline,0.1618104956605133,2.148556898311946,,0
Limestone,22.76987287472183,147.4841842,None,0.9526981391702748,0.8529147764940009,,1
Shale,,821.7188418144193,Fault,0.6269748784023066,3.37305472328882,1712.0,0
Shale,16.710204189393856,714.9770421808422,Fault,,4.458546633924694,4589.0,0
Sandstone,6.738073202246545,753.2286356788206,Fault,0.6250225476519636,1.2859996516993644,,1
Shale,,614.5010393,Anticline,0.6542349967603346,1.1202833152298837,,0
Sandstone,26.70709865387313,367.7657024749548,Dome,0.9851262236761242,1.412492751,3865.0,0
Sandstone,26.05658492357513,482.27407389925247,Fault,0.5110290653086953,,3485.0,0
Sandstone,27.98313839718284,,Dome,,3.9588037615019207,,0
Shale,20.51925389745424,137.11576204232549,Fault,0.799557377,3.670810510181906,,0
Limestone,,433.5719251823677,Fault,0.7259372139997892,1.7424437145902316,4192.0,1
Sandstone,,447.5393038512765,Anticline,0.747302254,0.5301924042440614,4151.0,1
Limestone,4.0572357373950405,,Fault,,,631.0,0
Sandstone,18.58704674335979,,None,,1.8362291912481004,1795.0,0
Shale,,,Fault,,2.7291500482712454,,0
Shale,28.45508829654584,947.0932378662148,Fault,0.3061592924661312,2.010612957748225,2976.0,0
Shale,18.327225664751897,261.0229139678584,None,0.2959446652383303,,,1
Limestone,,119.75223449259803,Fault,,1.3099396509653531,4479.0,1
Shale,,,Fault,,1.9830517102770016,1104.0,0
Shale,14.13965382315205,,Dome,0.028589209939715,,,0
Limestone,29.084726982185344,,Anticline,0.8394715423230991,0.6811519391893006,2758.0,0
Sandstone,22.248078583553564,,Anticline,0.5278742078895624,3.694835328976543,,1
Sandstone,1.635356697325776,756.6890308911643,None,,3.0419378890501654,,0
Shale,11.339821158784591,618.4256354446136,Dome,0.163291681997559,,4176.0,0
Shale,21.82689106296602,116.04874799262105,None,0.2809478257997007,4.544769379,,0
Limestone,,705.0908043253702,None,,,,1
Sandstone,,,None,0.086773282,2.937906102807428,,0
Limestone,,,Fault,0.3498032880468829,0.9519155786240358,3361.0,0
Sandstone,28.129193398737065,739.7639514511766,Dome,0.391042292189469,2.4639146725981016,,0
Shale,0.018825499,,None,,,,0
Limestone,0.5301013438630164,783.4382355952463,Fault,0.0143513095852935,,,0
Shale,6.992184356725049,,Fault,0.4794968364782597,3.941078407,,0
Shale,,,Dome,0.2156913679728856,,4912.0,0
Sandstone,,,Dome,0.3843292217637013,,3274.0,0
Sandstone,21.169061891069447,393.3064142455824,None,0.7742667441877137,2.8402512720151485,,1
Sandstone,,971.006214397558,Fault,,3.689161802529616,,1
Sandstone,2.0752257151625155,,Dome,,,2304.0,0
Sandstone,,,Fault,0.6164339230065218,,3974.0,1
Limestone,7.464570810597956,,Dome,0.6204143747135337,,3431.0,1
Shale,,,Fault,0.2926499645385542,3.210820833011851,,0
Shale,,723.2475539185318,Dome,,0.8958343741935743,553.0,0
Sandstone,15.811504694776913,56.52309427498734,Dome,0.6109185775172612,,4300.0,1
Sandstone,,,Dome,0.9119841961076944,,1411.0,1
Sandstone,7.152815368604509,307.07465589935333,Dome,,,3633.0,0
Limestone,2.2590430079540926,,Fault,,3.506191389521138,4872.0,0
Limestone,20.40713261531349,786.5105882009683,Anticline,0.7241589492063322,3.413256006668308,3739.0,1
Sandstone,15.260518520522371,816.6374017449576,Anticline,,,,0
Shale,,562.8160020040177,Anticline,0.348591150376583,,1177.0,0
Shale,14.27063454032876,500.0496131,Fault,0.9268163539283985,0.1746740445907968,,0
Limestone,17.928973196067012,,Anticline,,,,0
Limestone,10.176608951753517,135.6630305910576,Fault,0.6861957796855566,1.3665861150705032,3456.0,1
Limestone,8.644935687,393.8374672749047,None,0.1603539846877729,0.038625706,3552.0,0
Sandstone,17.630910548626378,924.738025603304,Dome,,,,0
Sandstone,26.665652951802585,,None,,,,0
Shale,2.7958835868808407,373.1549253499921,None,,,3439.0,0
Limestone,17.991132402243007,426.08022710684895,Fault,,,,0
